no;period;age;sampling_weight;german_citizenship;residence_region;household_size;household_income;mainTrip_duration;mainTrip_distance
23874;2002;34;0.86;NA;Former West Germany;1 person;1743;13-15 days;2507.1399
23875;2016;21;0.9;yes;Former West Germany;1 person;914;6-8 days;416.900014
23876;1972;30;NA;NA;NA;1 person;1174;NA;NA
23877;1975;31;0.88;NA;NA;2 persons;3282;16-19 days;581.1701595
23878;1982;45;1.65;NA;NA;5+ persons;3768;NA;NA
23879;2004;51;0.798;NA;Former East Germany;3 persons;2945;13-15 days;440.8918423
23880;1981;41;0.023;NA;NA;1 person;2010;NA;NA
23881;1997;61;0.546;NA;Former East Germany;2 persons;2264;13-15 days;368.9936012
23882;2000;59;1.444;NA;Former West Germany;2 persons;10079;NA;NA
23883;2006;24;0.4543;NA;Former West Germany;2 persons;748;NA;NA
23884;2001;31;0.98;NA;Former West Germany;2 persons;5270;13-15 days;337.7000277
23885;2005;63;1.0658;NA;Former West Germany;3 persons;1971;13-15 days;168.514358
23886;2017;47;0.87;no;Former West Germany;1 person;1416;20-22 days;708.0480175
23887;1997;59;0.759;NA;Former West Germany;1 person;1828;NA;NA
23888;1997;64;0.763;NA;Former West Germany;1 person;3308;NA;NA
23889;1973;67;NA;NA;NA;1 person;1104;30+ days;1099.622262
23890;1971;67;NA;NA;NA;1 person;1238;NA;NA
23891;1979;50;0.72;NA;NA;3 persons;3876;16-19 days;627.9537164
23892;1987;50;1.47;NA;NA;3 persons;2510;13-15 days;751.6724784
23893;2016;43;0.39;yes;Former West Germany;1 person;2743;13-15 days;337.7000277
23894;1995;31;0.667;NA;Former West Germany;3 persons;1884;13-15 days;1456.919072
23895;2012;75;0.75;yes;Former West Germany;2 persons;2850;13-15 days;157.7178897
23896;1988;47;0.738;NA;NA;3 persons;3840;NA;NA
23897;1980;50;1;NA;NA;2 persons;2121;NA;NA
23898;1988;77;1.806;NA;NA;2 persons;1581;NA;NA
23899;1981;26;0.051;NA;NA;1 person;1474;13-15 days;1658.101316
23900;2011;19;1.17;yes;Former East Germany;1 person;1245;6-8 days;591.5491159
23901;1993;26;0.886;NA;Former East Germany;3 persons;2013;13-15 days;778.104066
23902;1996;30;0.5657;NA;Former West Germany;1 person;1856;27-29 days;8123.141154
23903;1982;61;0.64;NA;NA;1 person;1884;6-8 days;393.382901
23904;2001;35;1.32;NA;Former West Germany;3 persons;3623;13-15 days;719.5371174
23905;2007;41;0.6275;NA;Former West Germany;2 persons;2507;NA;NA
23906;2016;67;0.68;yes;Former East Germany;2 persons;1959;NA;NA
23907;1978;18;3.05;NA;NA;5+ persons;7337;13-15 days;708.0480175
23908;2013;67;0.48;yes;Former West Germany;1 person;1995;NA;NA
23909;2001;53;0.82;NA;Former West Germany;2 persons;2470;6-8 days;178.2125478
23910;2015;29;0.77;no;Former East Germany;3 persons;1439;13-15 days;4204.504345
23911;1998;25;0.61;NA;Former West Germany;1 person;938;20-22 days;581.1701595
23912;1998;35;0.5;NA;Former West Germany;4 persons;341;6-8 days;719.5371174
23913;2008;66;0.8699;NA;Former West Germany;2 persons;1572;NA;NA
23914;2006;55;1.0753;NA;Former East Germany;3 persons;2841;9-12 days;591.5491159
23915;2013;29;0.85;yes;Former West Germany;2 persons;2261;13-15 days;462.9641663
23916;2001;51;0.36;NA;Former West Germany;2 persons;1729;13-15 days;1658.101316
23917;2014;19;4.02;no;Former West Germany;5+ persons;7866;13-15 days;708.0480175
23918;2004;68;1.489;NA;Former West Germany;2 persons;775;NA;NA
23919;1984;77;1.062;NA;NA;2 persons;1988;NA;NA
23920;1995;68;1.909;NA;Former West Germany;2 persons;3050;20-22 days;8123.141154
23921;2009;47;1.36;NA;Former West Germany;4 persons;3674;6-8 days;208.3009758
23922;2002;24;1.57;NA;Former West Germany;5+ persons;5706;NA;NA
23923;1975;37;0.9;NA;NA;4 persons;2246;20-22 days;1658.101316
23924;1985;50;1.671;NA;NA;5+ persons;2983;20-22 days;627.9537164
23925;2012;27;1.55;yes;Former West Germany;2 persons;4885;13-15 days;1512.359232
23926;1990;60;0.954;NA;Former West Germany;2 persons;10329;20-22 days;1195.580437
23927;1974;23;3;NA;NA;2 persons;3470;20-22 days;1849.18562
23928;2008;65;0.9652;NA;Former West Germany;2 persons;1858;30+ days;1658.101316
23929;1998;61;0.96;NA;Former West Germany;2 persons;1279;13-15 days;317.153503
23930;1999;30;0.439;NA;Former West Germany;1 person;1445;13-15 days;1512.359232
23931;1984;26;1.63;NA;NA;4 persons;2573;NA;NA
23932;2008;65;0.836;NA;Former West Germany;2 persons;2716;13-15 days;172.0084971
23933;1998;72;1.46;NA;Former West Germany;1 person;1279;13-15 days;4715.653479
23934;1994;51;1.218;NA;Former West Germany;4 persons;3492;13-15 days;2749.275007
23935;2002;36;0.45;NA;Former West Germany;5+ persons;3328;13-15 days;233.8499385
23936;2003;30;0.913;NA;Former West Germany;4 persons;2037;20-22 days;4434.290133
23937;2008;68;1.6787;NA;Former West Germany;2 persons;2144;6-8 days;472.6725418
23938;2017;30;0.5;yes;Former West Germany;1 person;2703;13-15 days;1742.875013
23939;1976;48;0.84;NA;NA;2 persons;3114;20-22 days;7717.287126
23940;2015;26;0.87;yes;Former East Germany;4 persons;1439;NA;NA
23941;2006;60;1.2803;NA;Former West Germany;2 persons;1346;13-15 days;801.3292216
23942;2005;68;0.4474;NA;Former East Germany;2 persons;2881;9-12 days;368.9936012
23943;2007;35;1.1126;NA;Former West Germany;3 persons;3834;13-15 days;1658.101316
23944;1989;63;0.603;NA;NA;2 persons;1996;13-15 days;1658.395853
23945;2013;44;2.45;yes;Former West Germany;4 persons;3457;6-8 days;1512.359232
23946;1990;35;0.002;NA;Former East Germany;2 persons;1937;13-15 days;145.494925
23947;1986;30;0.668;NA;NA;2 persons;2485;13-15 days;393.382901
23948;1973;34;NA;NA;NA;4 persons;2562;20-22 days;421.1260106
23949;2012;69;0.4;yes;Former West Germany;1 person;1221;6-8 days;416.900014
23950;1999;16;0.512;NA;Former West Germany;2 persons;1615;6-8 days;100
23951;2000;33;1.342;NA;Former West Germany;3 persons;2856;5 days;235.8618612
23952;1971;66;NA;NA;NA;3 persons;1989;NA;NA
23953;2004;71;1.127;NA;Former East Germany;1 person;2635;6-8 days;418.590885
23954;1998;70;2.46;NA;Former West Germany;2 persons;1621;NA;NA
23955;2004;46;0.816;NA;Former West Germany;2 persons;2945;30+ days;1486.886789
23956;1992;78;1.572;NA;Former West Germany;2 persons;1386;NA;NA
23957;1974;49;0.79;NA;NA;2 persons;1315;NA;NA
23958;1998;46;1.44;NA;Former East Germany;4 persons;3753;13-15 days;322.1162603
23959;2007;64;0.8728;NA;Former West Germany;2 persons;2507;13-15 days;852.986198
23960;1991;41;1.24;NA;Former West Germany;2 persons;3142;13-15 days;1840.842726
23961;1987;75;0.77;NA;NA;1 person;1141;NA;NA
23962;1978;39;1.02;NA;NA;2 persons;4585;23-26 days;150
23963;1994;52;1.41;NA;Former West Germany;2 persons;1746;30+ days;8123.141154
23964;1991;44;0.599;NA;Former West Germany;2 persons;3980;27-29 days;157.7178897
23965;2014;57;0.67;yes;Former East Germany;2 persons;3015;6-8 days;2237.88242
23966;2016;60;0.74;yes;Former East Germany;2 persons;3396;9-12 days;336.3098737
23967;1975;38;1.26;NA;NA;3 persons;2246;13-15 days;708.0480175
23968;2011;70;0.54;yes;Former West Germany;2 persons;3183;9-12 days;1008.9649
23969;1984;62;0.66;NA;NA;2 persons;1287;27-29 days;2565.509175
23970;1997;16;0.516;NA;Former West Germany;2 persons;1132;13-15 days;100
23971;2001;45;0.8;NA;Former West Germany;1 person;5270;30+ days;6663.584987
23972;1971;47;NA;NA;NA;3 persons;3757;6-8 days;235.8618612
23973;1989;43;0.773;NA;NA;3 persons;3326;NA;NA
23974;2014;39;1.74;yes;Former West Germany;3 persons;3409;6-8 days;1165.520926
23975;2016;33;1.14;yes;Former West Germany;3 persons;3396;13-15 days;168.2412991
23976;1988;17;1.969;NA;NA;3 persons;3389;13-15 days;1840.842726
23977;2009;24;0.72;NA;Former West Germany;1 person;1272;NA;NA
23978;1975;49;1.85;NA;NA;5+ persons;3282;NA;NA
23979;2015;54;1.01;yes;Former West Germany;3 persons;4711;9-12 days;2326.777227
23980;2017;53;0.53;yes;Former East Germany;2 persons;2960;20-22 days;926.8118663
23981;1998;42;1.36;NA;Former West Germany;4 persons;2218;13-15 days;418.6691006
23982;1990;69;0.558;NA;Former West Germany;1 person;1506;20-22 days;627.9537164
23983;1990;55;0.467;NA;Former West Germany;1 person;2367;13-15 days;708.0480175
23984;1998;75;1.48;NA;Former West Germany;1 person;1791;NA;NA
23985;1988;32;0.274;NA;NA;2 persons;1130;13-15 days;719.5371174
23986;2005;20;2.6592;NA;Former West Germany;4 persons;3487;6-8 days;1658.101316
23987;2009;55;1.18;NA;Former West Germany;2 persons;4240;13-15 days;488.2070139
23988;2002;65;1.3;NA;Former West Germany;2 persons;1426;NA;NA
23989;1990;42;0.059;NA;Former West Germany;5+ persons;5595;NA;NA
23990;2014;51;0.53;yes;Former West Germany;2 persons;4720;20-22 days;2057.550904
23991;1996;72;1.3088;NA;Former East Germany;1 person;1325;9-12 days;337.9541515
23992;1985;54;0.572;NA;NA;1 person;574;NA;NA
23993;2003;42;1.195;NA;Former West Germany;4 persons;2037;NA;NA
23994;1986;62;0.42;NA;NA;1 person;1694;13-15 days;681.9125351
23995;1987;27;1.11;NA;NA;2 persons;2966;9-12 days;337.7000277
23996;1982;37;1.18;NA;NA;5+ persons;3266;NA;NA
23997;1974;52;1.03;NA;NA;1 person;1644;23-26 days;627.9537164
23998;2001;37;0.98;NA;Former West Germany;5+ persons;2800;13-15 days;708.0480175
23999;2015;54;0.3;yes;Former West Germany;2 persons;3010;6-8 days;401.7081103
24000;1986;18;2.782;NA;NA;4 persons;2485;13-15 days;168.2412991
24001;1978;66;0.38;NA;NA;1 person;1987;13-15 days;1520.338286
24002;2012;61;0.7;yes;Former East Germany;2 persons;4885;13-15 days;3240.841064
24003;2000;16;2.112;NA;Former West Germany;4 persons;5375;30+ days;1212.388394
24004;1978;69;1.34;NA;NA;2 persons;1376;13-15 days;284.0598248
24005;2018;17;4.01;yes;Former West Germany;3 persons;2412;6-8 days;141.6763933
24006;1979;64;1.32;NA;NA;2 persons;5068;NA;NA
24007;2018;81;0.3;yes;Former West Germany;1 person;2412;NA;NA
24008;2006;25;1.822;NA;Former East Germany;3 persons;1944;13-15 days;652.155717
24009;1996;31;1.0582;NA;Former West Germany;3 persons;2297;20-22 days;1056.326755
24010;2000;27;0.398;NA;Former West Germany;2 persons;1260;9-12 days;168.2412991
24011;2011;34;0.65;yes;Former West Germany;5+ persons;3183;6-8 days;317.153503
24012;1993;48;0.711;NA;Former West Germany;1 person;2013;20-22 days;11214.27831
24013;2007;66;0.4777;NA;Former East Germany;2 persons;2212;13-15 days;3934.951122
24014;1996;73;1.2276;NA;Former West Germany;1 person;972;NA;NA
24015;1975;69;0.51;NA;NA;1 person;1244;20-22 days;393.382901
24016;1994;76;1.553;NA;Former West Germany;1 person;1195;9-12 days;100
24017;1992;29;0.938;NA;Former West Germany;2 persons;2971;13-15 days;719.5371174
24018;2007;68;0.8771;NA;Former West Germany;2 persons;2802;13-15 days;521.420869
24019;2008;48;0.8035;NA;Former West Germany;2 persons;5145;9-12 days;593.0358385
24020;1973;42;NA;NA;NA;5+ persons;4336;9-12 days;627.9537164
24021;1991;73;1.648;NA;Former West Germany;1 person;1466;NA;NA
24022;1993;58;1.354;NA;Former East Germany;2 persons;2013;6-8 days;265.2977352
24023;1997;53;1.221;NA;Former West Germany;2 persons;2612;20-22 days;150.045148
24024;1972;79;NA;NA;NA;1 person;1174;20-22 days;1165.520926
24025;1979;68;0.84;NA;NA;2 persons;1640;NA;NA
24026;2018;67;0.6;yes;Former West Germany;2 persons;2158;6-8 days;812.6588947
24027;1991;17;3.049;NA;Former West Germany;4 persons;2304;NA;NA
24028;2011;21;1.43;yes;Former West Germany;5+ persons;2906;NA;NA
24029;1996;47;1.1196;NA;Former West Germany;3 persons;2297;NA;NA
24030;2001;27;0.94;NA;Former West Germany;2 persons;3129;13-15 days;1658.101316
24031;2002;70;1.24;NA;Former West Germany;1 person;1109;6-8 days;864.9793044
24032;2015;73;0.63;yes;Former West Germany;2 persons;3926;6-8 days;347.3285266
24033;1991;53;0.858;NA;Former West Germany;2 persons;3142;NA;NA
24034;1986;49;0.677;NA;NA;2 persons;2485;20-22 days;741.9473922
24035;2011;54;0.65;yes;Former West Germany;2 persons;2906;9-12 days;1056.326755
24036;1995;29;1.564;NA;Former West Germany;3 persons;3050;NA;NA
24037;2006;42;0.8743;NA;Former West Germany;3 persons;3887;NA;NA
24038;2004;43;2.811;NA;Former West Germany;4 persons;465;NA;NA
24039;2014;70;0.97;yes;Former West Germany;2 persons;2753;NA;NA
24040;2009;67;0.45;NA;Former West Germany;1 person;1555;5 days;719.5371174
24041;1992;69;0.325;NA;Former East Germany;2 persons;1783;6-8 days;627.9594438
24042;1977;37;1.02;NA;NA;3 persons;3477;20-22 days;222.8903109
24043;2011;59;0.69;yes;Former East Germany;2 persons;2076;9-12 days;322.1162603
24044;1992;68;0.841;NA;Former East Germany;3 persons;1386;6-8 days;975.6177694
24045;1980;39;1;NA;NA;5+ persons;3111;16-19 days;555.815404
24046;2010;29;0.99;yes;Former West Germany;2 persons;1822;9-12 days;1011.490584
24047;1995;40;0.799;NA;Former West Germany;2 persons;3408;23-26 days;1099.622262
24048;1996;30;0.4736;NA;Former West Germany;1 person;1679;NA;NA
24049;2014;52;0.64;yes;Former East Germany;2 persons;2229;NA;NA
24050;2010;45;0.45;yes;Former West Germany;3 persons;981;5 days;708.0480175
24051;2016;45;1.3;no;Former West Germany;4 persons;2743;23-26 days;2537.395442
24052;2008;31;0.7317;NA;Former East Germany;1 person;2144;6-8 days;2140.361
24053;1994;72;1.341;NA;Former East Germany;1 person;827;13-15 days;170.2584654
24054;2002;56;0.9;NA;Former West Germany;2 persons;3328;13-15 days;911.5006441
24055;1994;16;1.248;NA;Former West Germany;4 persons;4043;NA;NA
24056;1992;55;0.391;NA;Former East Germany;2 persons;1783;6-8 days;926.9731537
24057;1983;35;1.046;NA;NA;3 persons;3604;13-15 days;343.8323664
24058;2000;70;1.133;NA;Former East Germany;1 person;756;NA;NA
24059;2003;33;0.8;NA;Former East Germany;4 persons;2351;6-8 days;254.4833141
24060;1977;75;4.2;NA;NA;5+ persons;2055;NA;NA
24061;1974;44;1.05;NA;NA;5+ persons;1644;NA;NA
24062;2015;49;0.51;yes;Former West Germany;1 person;2486;13-15 days;1987.066695
24063;2003;32;0.79;NA;Former West Germany;2 persons;1097;13-15 days;1391.414448
24064;1992;54;0.744;NA;Former West Germany;2 persons;2971;NA;NA
24065;1986;16;2.183;NA;NA;4 persons;2146;13-15 days;100
24066;2017;71;0.75;yes;Former West Germany;2 persons;2960;13-15 days;172.0084971
24067;2018;66;0.42;yes;Former West Germany;2 persons;2412;9-12 days;566.8174128
24068;1993;36;0.808;NA;Former West Germany;3 persons;1246;9-12 days;1658.101316
24069;1993;60;0.638;NA;Former East Germany;2 persons;2492;NA;NA
24070;2010;58;0.94;yes;Former West Germany;2 persons;5047;13-15 days;990.944767
24071;2017;71;1.14;yes;Former West Germany;2 persons;1931;9-12 days;178.2125478
24072;2018;19;0.94;yes;Former West Germany;2 persons;3301;6-8 days;1300.963428
24073;1988;80;1.495;NA;NA;1 person;1130;20-22 days;236.9564795
24074;2002;28;0.58;NA;Former West Germany;1 person;2377;NA;NA
24075;1977;69;1.1;NA;NA;2 persons;2371;NA;NA
24076;1971;37;NA;NA;NA;3 persons;2873;20-22 days;337.7000277
24077;2005;65;0.7136;NA;Former West Germany;2 persons;3184;13-15 days;494.0962302
24078;1980;32;2;NA;NA;1 person;1556;NA;NA
24079;1975;61;1.32;NA;NA;2 persons;7256;9-12 days;293.8606802
24080;1992;64;1.275;NA;Former West Germany;2 persons;1386;6-8 days;758.6469321
24081;1980;23;1;NA;NA;1 person;2121;NA;NA
24082;1972;61;NA;NA;NA;1 person;839;13-15 days;150
24083;2005;41;1.0711;NA;Former West Germany;3 persons;9097;5 days;100
24084;2005;55;0.5888;NA;Former West Germany;1 person;9097;13-15 days;425.0464374
24085;2014;36;1.05;yes;Former East Germany;4 persons;3015;13-15 days;2266.323576
24086;2009;54;0.47;NA;Former East Germany;1 person;2968;16-19 days;8084.405938
24087;1987;60;0.44;NA;NA;1 person;2510;16-19 days;486.8392023
24088;2016;68;0.44;yes;Former East Germany;1 person;1176;13-15 days;558.4616538
24089;2017;79;0.89;yes;Former West Germany;1 person;1158;NA;NA
24090;2014;49;0.75;yes;Former East Germany;2 persons;3409;13-15 days;2237.88242
24091;2018;77;0.96;yes;Former East Germany;1 person;1143;NA;NA
24092;2002;42;0.29;NA;Former West Germany;2 persons;2377;13-15 days;425.0464374
24093;2010;49;2.67;yes;Former West Germany;3 persons;3645;13-15 days;1456.919072
24094;2015;67;0.46;yes;Former East Germany;1 person;1439;30+ days;7961.796626
24095;1972;19;NA;NA;NA;5+ persons;3984;NA;NA
24096;1974;36;0.92;NA;NA;4 persons;2740;20-22 days;462.9641663
24097;1997;31;0.337;NA;Former West Germany;3 persons;1480;NA;NA
24098;1994;68;1.006;NA;Former East Germany;2 persons;2113;13-15 days;171.2958643
24099;1989;70;1.116;NA;NA;1 person;2439;30+ days;9057.192688
24100;1989;52;0.869;NA;NA;4 persons;3770;30+ days;1032.056378
24101;1998;32;0.58;NA;Former West Germany;1 person;2218;30+ days;6524.443272
24102;1986;35;0.911;NA;NA;3 persons;1468;9-12 days;822.1398273
24103;2012;62;0.29;yes;Former West Germany;1 person;2850;6-8 days;1658.101316
24104;2018;57;0.52;yes;Former West Germany;2 persons;3301;13-15 days;1681.207369
24105;2006;69;1.1787;NA;Former West Germany;2 persons;1346;6-8 days;100
24106;1998;55;0.98;NA;Former West Germany;2 persons;3753;6-8 days;1096.212708
24107;1974;40;1.03;NA;NA;4 persons;2740;20-22 days;1658.101316
24108;2016;32;0.65;no;Former West Germany;3 persons;1437;6-8 days;337.7000277
24109;2012;59;0.57;yes;Former West Germany;1 person;1493;9-12 days;1784.693181
24110;1995;56;1.718;NA;Former West Germany;3 persons;2063;6-8 days;251.7982971
24111;2003;61;0.843;NA;Former West Germany;2 persons;4075;NA;NA
24112;1973;65;NA;NA;NA;1 person;788;NA;NA
24113;1980;26;2;NA;NA;4 persons;2687;NA;NA
24114;2005;32;0.5591;NA;Former West Germany;3 persons;3487;13-15 days;627.9537164
24115;2010;64;0.62;yes;Former East Germany;2 persons;2383;6-8 days;112.5310275
24116;2006;60;1.7008;NA;Former East Germany;2 persons;2243;NA;NA
24117;1982;59;0.58;NA;NA;2 persons;2135;20-22 days;521.420869
24118;1972;56;NA;NA;NA;2 persons;2726;20-22 days;627.9537164
24119;2018;42;1.25;yes;Former West Germany;3 persons;2412;13-15 days;462.9641663
24120;1978;28;1.32;NA;NA;3 persons;1987;13-15 days;338.3876876
24121;1995;14;2.296;NA;Former West Germany;3 persons;2332;6-8 days;100
24122;2014;48;0.43;yes;Former East Germany;1 person;1704;9-12 days;112.5310275
24123;1990;27;0.55;NA;Former West Germany;3 persons;1506;NA;NA
24124;1997;47;0.236;NA;Former West Germany;2 persons;2002;6-8 days;317.153503
24125;2009;54;0.95;NA;Former West Germany;2 persons;2685;5 days;486.8392023
24126;2007;41;0.9275;NA;Former East Germany;2 persons;1327;13-15 days;1642.291852
24127;1995;45;1.013;NA;Former East Germany;3 persons;359;6-8 days;417.0166831
24128;1993;56;2.355;NA;Former West Germany;3 persons;2875;9-12 days;864.9793044
24129;1999;57;1.056;NA;Former West Germany;2 persons;3230;20-22 days;864.9793044
24130;2006;19;1.9604;NA;Former West Germany;3 persons;3887;9-12 days;416.900014
24131;1974;57;1.6;NA;NA;2 persons;2009;NA;NA
24132;1983;43;0.852;NA;NA;4 persons;2283;6-8 days;183.7680339
24133;1978;33;0.68;NA;NA;3 persons;3363;16-19 days;100
24134;1982;63;0.71;NA;NA;1 person;879;NA;NA
24135;1994;28;0.257;NA;Former West Germany;2 persons;1746;13-15 days;911.5006441
24136;1989;42;0.297;NA;NA;1 person;1996;13-15 days;1456.919072
24137;1989;32;1.015;NA;NA;2 persons;1552;NA;NA
24138;2017;52;1.04;yes;Former West Germany;2 persons;3346;9-12 days;9768.109178
24139;1981;38;0.068;NA;NA;2 persons;2278;9-12 days;337.7000277
24140;2015;56;0.91;yes;Former West Germany;2 persons;7851;13-15 days;2176.565769
24141;1994;59;1.164;NA;Former East Germany;2 persons;2113;13-15 days;1471.471711
24142;2015;17;2.08;yes;Former West Germany;4 persons;4711;30+ days;1283.616085
24143;2005;52;0.8776;NA;Former West Germany;3 persons;3942;13-15 days;8977.241971
24144;1988;76;1.136;NA;NA;1 person;1581;NA;NA
24145;2017;68;1.17;yes;Former West Germany;2 persons;4633;NA;NA
24146;1993;61;1.558;NA;Former West Germany;2 persons;6134;9-12 days;1165.520926
24147;2010;39;1;yes;Former West Germany;4 persons;2944;9-12 days;393.382901
24148;2005;36;0.548;NA;Former East Germany;3 persons;1364;NA;NA
24149;1995;65;1.235;NA;Former West Germany;2 persons;2332;6-8 days;1391.414448
24150;1994;49;0.334;NA;Former West Germany;2 persons;2389;20-22 days;2491.495318
24151;2014;28;1.01;yes;Former West Germany;1 person;1704;6-8 days;1520.338286
24152;2013;27;0.78;yes;Former West Germany;2 persons;3457;13-15 days;1658.101316
24153;1991;50;0.376;NA;Former East Germany;4 persons;3142;NA;NA
24154;2005;42;0.5739;NA;Former West Germany;5+ persons;2577;20-22 days;1829.885564
24155;2007;70;0.7032;NA;Former West Germany;1 person;2212;6-8 days;1676.688589
24156;2006;82;1.2501;NA;Former West Germany;1 person;1047;NA;NA
24157;2018;55;0.4;yes;Former West Germany;1 person;2158;NA;NA
24158;1976;47;1.38;NA;NA;3 persons;2458;16-19 days;338.3876876
24159;1980;40;1;NA;NA;4 persons;5374;NA;NA
24160;2007;40;0.745;NA;Former West Germany;4 persons;2507;13-15 days;1658.395853
24161;2004;73;2.186;NA;Former West Germany;2 persons;1705;NA;NA
24162;1990;30;0.503;NA;Former West Germany;2 persons;2367;9-12 days;911.5006441
24163;2013;60;0.95;yes;Former West Germany;3 persons;2793;13-15 days;3347.399568
24164;1999;14;1.685;NA;Former West Germany;5+ persons;2890;13-15 days;1099.622262
24165;1993;54;1.062;NA;Former West Germany;2 persons;1821;9-12 days;338.3876876
24166;2007;80;0.8686;NA;Former West Germany;1 person;1917;6-8 days;1658.101316
24167;2006;66;1.4003;NA;Former East Germany;2 persons;2243;13-15 days;417.3093146
24168;2012;40;0.68;yes;Former West Germany;2 persons;4071;6-8 days;100
24169;1977;34;1;NA;NA;4 persons;2055;20-22 days;1056.326755
24170;2010;43;0.69;yes;Former West Germany;4 persons;3645;9-12 days;1920.76694
24171;2018;90;0.81;yes;Former West Germany;2 persons;2158;9-12 days;1165.520926
24172;1996;61;0.6516;NA;Former West Germany;2 persons;1502;16-19 days;758.6469321
24173;2007;53;1.1865;NA;Former West Germany;2 persons;1622;NA;NA
24174;2012;57;2.16;yes;Former West Germany;4 persons;1493;NA;NA
24175;1999;32;0.724;NA;Former West Germany;4 persons;2550;13-15 days;168.2412991
24176;1981;41;0.094;NA;NA;4 persons;2948;20-22 days;337.7000277
24177;2016;72;0.89;yes;Former West Germany;1 person;1437;NA;NA
24178;2005;62;0.6238;NA;Former West Germany;2 persons;4548;20-22 days;758.6469321
24179;1980;51;1;NA;NA;2 persons;2121;6-8 days;581.1701595
24180;2007;58;0.5732;NA;Former West Germany;2 persons;3097;NA;NA
24181;1989;77;0.897;NA;NA;1 person;2439;13-15 days;251.7982971
24182;1996;32;0.7664;NA;Former West Germany;2 persons;2651;13-15 days;627.9537164
24183;2010;60;0.63;yes;Former East Germany;2 persons;3224;20-22 days;2025.543006
24184;2009;69;0.94;NA;Former East Germany;2 persons;1837;6-8 days;452.6369856
24185;2002;26;0.91;NA;Former West Germany;5+ persons;1426;6-8 days;168.2412991
24186;2009;27;0.86;NA;Former East Germany;1 person;1272;13-15 days;3240.841064
24187;1981;50;0.061;NA;NA;2 persons;2546;20-22 days;393.382901
24188;1996;30;0.6868;NA;Former West Germany;1 person;10603;30+ days;16438.48049
24189;1974;69;0.53;NA;NA;1 person;731;NA;NA
24190;2017;82;0.75;yes;Former West Germany;2 persons;2445;NA;NA
24191;2008;33;0.6373;NA;Former West Germany;3 persons;3287;6-8 days;168.514358
24192;1995;47;2.111;NA;Former West Germany;5+ persons;10763;20-22 days;864.9793044
24193;2018;68;0.78;yes;Former West Germany;2 persons;2158;13-15 days;425.0464374
24194;1991;33;0.708;NA;Former West Germany;5+ persons;2304;27-29 days;183.7680339
24195;1975;55;0.45;NA;NA;2 persons;2591;13-15 days;745.6701461
24196;2000;29;0.98;NA;Former West Germany;2 persons;2520;20-22 days;7951.61509
24197;1983;69;1.243;NA;NA;2 persons;3123;30+ days;7717.287126
24198;2000;38;0.518;NA;Former West Germany;1 person;3192;20-22 days;9808.801579
24199;2010;70;0.88;yes;Former West Germany;2 persons;1822;NA;NA
24200;2007;71;1.2531;NA;Former West Germany;2 persons;2507;13-15 days;183.7680339
24201;1982;55;0.62;NA;NA;2 persons;1884;13-15 days;1658.101316
24202;2000;36;0.782;NA;Former West Germany;4 persons;5375;13-15 days;1391.414448
24203;2003;45;0.606;NA;Former West Germany;2 persons;2978;16-19 days;157.7178897
24204;2004;52;0.461;NA;Former West Germany;1 person;2325;9-12 days;911.5006441
24205;1986;28;1.384;NA;NA;1 person;1017;NA;NA
24206;2015;24;2.3;yes;Former West Germany;3 persons;2486;NA;NA
24207;2015;45;1.58;yes;Former West Germany;2 persons;7851;13-15 days;1486.886789
24208;1988;62;1.115;NA;NA;2 persons;2033;NA;NA
24209;1977;70;0.5;NA;NA;1 person;885;NA;NA
24210;1984;26;0.628;NA;NA;4 persons;1754;NA;NA
24211;1984;59;1.017;NA;NA;2 persons;1521;20-22 days;1080.780721
24212;1973;38;NA;NA;NA;4 persons;2168;13-15 days;235.8618612
24213;1999;40;1.185;NA;Former West Germany;4 persons;3230;13-15 days;1294.412756
24214;1981;22;0.125;NA;NA;4 persons;2948;NA;NA
24215;2016;69;0.75;yes;Former West Germany;2 persons;2482;20-22 days;425.0464374
24216;2008;77;3.1631;NA;Former West Germany;2 persons;2144;NA;719.5371174
24217;1985;75;1.845;NA;NA;2 persons;1950;NA;NA
24218;2003;33;0.673;NA;Former West Germany;2 persons;4701;13-15 days;6281.659175
24219;2014;72;1.03;yes;Former West Germany;1 person;1442;NA;NA
24220;2011;64;1.09;yes;Former West Germany;2 persons;4151;6-8 days;1676.688589
24221;1992;58;0.406;NA;Former East Germany;2 persons;1386;6-8 days;265.2977352
24222;2015;19;0.64;yes;Former East Germany;1 person;1439;13-15 days;1785.805229
24223;1971;20;NA;NA;NA;2 persons;3315;13-15 days;337.7000277
24224;1999;16;1.2;NA;Former West Germany;3 persons;2550;NA;NA
24225;1988;21;1.037;NA;NA;3 persons;4292;NA;NA
24226;2016;75;0.79;yes;Former West Germany;2 persons;2743;NA;NA
24227;2007;30;0.4329;NA;Former West Germany;2 persons;1032;6-8 days;708.0480175
24228;2013;48;0.63;yes;Former West Germany;3 persons;3989;6-8 days;1840.842726
24229;1998;60;1.32;NA;Former West Germany;2 persons;2559;20-22 days;305.328339
24230;2005;36;0.8756;NA;Former West Germany;4 persons;2881;NA;NA
24231;2008;34;1.0012;NA;Former West Germany;1 person;2430;16-19 days;1486.886789
24232;1974;56;0.88;NA;NA;1 person;731;NA;NA
24233;1997;59;1.785;NA;Former West Germany;3 persons;2612;NA;NA
